1789627020.6787465,32.75
1789627020.7200837,33.97
1789627020.7552233,18.20
1789627020.7752457,26.58
1789627020.8226082,17.29
1789627020.8504133,25.47
1789627020.878748,15.42
1789627020.908234,26.94
1789627020.9367042,16.30
1789627020.965025,27.16
1789627020.993776,17.73
1789627021.0227969,25.46
1789627021.0565577,17.46
1789627021.0803232,29.24
1789627021.11078,19.02
1789627021.1378975,28.37
1789627021.1675723,19.89
1789627021.1964142,27.29
1789627021.2248926,17.33
1789627021.2530847,27.12
1789627021.282016,19.46
1789627021.3106563,25.96
1789627021.3394566,16.12
1789627021.3681762,25.83
1789627021.397787,17.78
1789627021.4257357,26.42
1789627021.4546275,15.63
1789627021.4835413,26.21
1789627021.5122228,16.10
1789627021.5411456,25.02
1789627021.5988417,16.14
1789627021.6275816,26.78
1789627021.656584,16.56
1789627021.6850202,26.80
1789627021.714245,16.95
1789627021.742571,25.80
1789627021.7713969,15.98
1789627021.800187,24.74
1789627021.8290644,17.34
1789627021.8591588,25.62
1789627021.8866763,21.30
1789627021.915863,30.16
1789627021.9475837,17.00
1789627021.9734712,25.25
1789627022.0018384,17.92
1789627022.0314312,26.07
1789627022.0595336,18.00
1789627022.0884752,26.34
1789627022.1170878,17.09
1789627022.1461487,25.90
1789627022.1747355,16.14
1789627022.2034588,24.62
1789627022.2324216,17.89
1789627022.2615006,27.44
1789627022.29057,18.32
1789627022.3187344,28.49
1789627022.376197,18.19
1789627022.4062011,26.50
1789627022.4339373,17.99
1789627022.462683,25.66
1789627022.4913864,17.16
1789627022.5202794,26.73
1789627022.5489907,16.55
1789627022.5778618,26.83
1789627022.606687,16.31
1789627022.635528,24.57
1789627022.66424,36.11
1789627022.7014842,25.17
1789627022.727839,16.66
1789627022.7505996,25.45
1789627022.779333,16.89
1789627022.8090138,25.40
1789627022.8369648,16.68
1789627022.8664083,25.76
1789627022.8946466,15.99
1789627022.9236767,26.72
1789627022.9522622,18.08
1789627022.9810965,29.22
1789627023.0116982,18.93
1789627023.0387347,28.02
1789627023.0680695,15.97
1789627023.0962424,25.93
1789627023.1537657,15.79
1789627023.1826928,25.28
1789627023.2116213,15.75
1789627023.240566,26.73
1789627023.26907,15.51
1789627023.2980556,28.24
1789627023.3275917,16.24
1789627023.3557796,26.73
1789627023.3842034,16.53
1789627023.4132364,26.00
1789627023.441728,16.97
1789627023.4707186,28.04
1789627023.5000443,16.12
1789627023.528355,25.37
1789627023.5573754,15.68
1789627023.5858276,25.57
1789627023.614853,16.09
1789627023.6439304,24.99
1789627023.6734478,16.24
1789627023.7013245,25.60
1789627023.7299895,18.02
1789627023.7589526,25.53
1789627023.7874682,15.96
1789627023.816429,25.09
1789627023.8451529,16.37
1789627023.8737419,24.41
1789627023.9328938,17.81
1789627023.9603724,27.19
1789627023.9893174,16.66
1789627024.017907,26.90
1789627024.046816,16.15
1789627024.0753963,26.68
1789627024.1043074,17.92
1789627024.1330318,24.77
1789627024.1619322,17.80
1789627024.1907556,28.63
1789627024.2206185,17.55
1789627024.2482464,26.93
1789627024.2773392,17.37
1789627024.306519,27.15
1789627024.3351324,16.97
1789627024.3635926,24.18
1789627024.3938866,16.45
1789627024.4210966,24.54
1789627024.4502504,17.00
1789627024.4786215,25.14
1789627024.507659,18.26
1789627024.5363486,24.59
1789627024.5650403,17.53
1789627024.5939405,27.11
1789627024.622702,17.01
1789627024.6806786,25.71
1789627024.7092707,18.60
1789627024.7379436,25.72
1789627024.766717,17.29
1789627024.7955801,25.69
1789627024.8241863,16.35
1789627024.8530746,25.56
1789627024.882212,16.27
1789627024.910721,26.77
1789627024.9414227,16.90
1789627024.9683216,26.93
1789627024.9969285,16.29
1789627025.0258982,25.33
1789627025.055566,16.39
1789627025.0834522,26.39
1789627025.1135588,18.11
1789627025.141042,24.74
1789627025.1699564,16.51
1789627025.1986518,24.43
1789627025.2283063,16.95
1789627025.2564263,24.69
1789627025.2850997,16.49
1789627025.3141055,25.41
1789627025.3427105,16.55
1789627025.3714464,26.28
1789627025.400457,17.32
1789627025.4578834,27.36
1789627025.4866803,18.13
1789627025.5154655,25.37
1789627025.5445633,19.09
1789627025.5745637,30.28
1789627025.6064408,18.78
1789627025.6310737,27.32
1789627025.6598682,19.81
1789627025.6889312,28.56
1789627025.7188292,15.75
1789627025.7462835,26.41
1789627025.7747624,17.10
1789627025.803849,26.39
1789627025.8326502,17.02
1789627025.861585,25.93
1789627025.890342,16.77
1789627025.9188116,24.74
1789627025.9476585,18.14
1789627025.9772964,25.87
1789627026.0050938,17.26
1789627026.0339365,28.23
1789627026.0634046,18.55
1789627026.0914855,27.33
1789627026.1205587,18.03
1789627026.1492736,26.33
1789627026.177905,17.84
1789627026.2354,24.92
1789627026.2642949,18.15
1789627026.29305,24.83
1789627026.322499,16.88
1789627026.352523,27.14
1789627026.3812885,17.00
1789627026.4089038,27.52
1789627026.437913,17.33
1789627026.465841,24.74
1789627026.4945521,16.72
1789627026.524172,26.57
1789627026.5523262,18.30
1789627026.5813124,26.36
1789627026.6104279,17.60
1789627026.6395295,26.75
1789627026.66784,17.85
1789627026.6965978,24.97
1789627026.7250128,17.50
