# tipo: carga
# modo: real
# carga: 50g
# poses: ['medio', 'init', 'extendido']
# reposo_s: 5.0
# fecha: 2026-09-25 10:21:01
t,etiqueta,obj_Shoulder_Rotation,obj_Shoulder_Pitch,obj_Elbow,obj_Wrist_Pitch,obj_Wrist_Roll,pos_Shoulder_Rotation,pos_Shoulder_Pitch,pos_Elbow,pos_Wrist_Pitch,pos_Wrist_Roll,vel_Shoulder_Rotation,vel_Shoulder_Pitch,vel_Elbow,vel_Wrist_Pitch,vel_Wrist_Roll,esf_Shoulder_Rotation,esf_Shoulder_Pitch,esf_Elbow,esf_Wrist_Pitch,esf_Wrist_Roll
2.7761,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.08744,0.03835,0.00767,0.00460,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,21.60,16.00,0.00,2.40
2.7954,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.08744,0.03835,0.00767,0.00460,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,21.60,16.00,0.00,2.40
2.8308,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.08744,0.03835,0.00767,0.00460,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,17.20,10.40,0.00,-2.00
2.8442,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.08744,0.03835,0.00767,0.00460,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,12.40,6.40,0.00,0.00
2.8572,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.08744,0.03835,0.00767,0.00460,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,8.40,3.60,0.00,0.00
2.8748,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.08744,0.03988,0.00767,0.00460,0.00000,0.00000,0.07670,0.00000,0.00000,0.00,2.80,-2.80,0.00,0.00
2.9055,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.08897,0.04602,0.00767,0.00460,0.00000,0.00000,0.15340,0.00000,0.00000,0.00,2.00,3.60,0.00,0.00
2.9276,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.09664,0.05216,0.00767,0.00460,0.00000,0.30680,0.15340,0.00000,0.00000,0.00,8.80,7.20,0.00,0.00
2.9531,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.10124,0.05522,0.00767,0.00460,0.00000,0.15340,0.15340,0.00000,0.00000,0.00,15.20,6.40,0.00,0.00
2.9701,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.10278,0.05983,0.00920,0.00460,0.00000,0.15340,0.15340,0.00000,0.00000,0.00,16.80,8.40,2.40,0.00
2.9867,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.10431,0.06443,0.00920,0.00460,0.00000,0.07670,0.23010,0.07670,0.00000,0.00,18.80,9.20,2.80,0.00
3.0042,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.10431,0.06596,0.00920,0.00460,0.00000,0.07670,0.15340,0.00000,0.00000,0.00,20.00,8.00,2.40,0.00
3.0282,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00153,0.10431,0.06903,0.00920,0.00460,0.00000,0.00000,0.07670,0.00000,0.00000,0.00,21.60,9.20,2.40,0.00
3.0480,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,0.00000,0.10124,0.06903,0.00920,0.00460,0.07670,-0.07670,0.07670,0.00000,0.00000,0.00,21.60,5.60,2.40,0.00
3.0680,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,0.00000,0.10124,0.06903,0.00920,0.00614,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,23.20,5.20,2.40,2.40
3.0863,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,0.00000,0.10124,0.06903,0.00920,0.00614,0.00000,0.00000,0.00000,0.00000,0.07670,0.00,24.40,2.40,2.40,2.80
3.1097,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,0.00000,0.10124,0.07210,0.00920,0.00614,0.00000,0.00000,0.15340,0.00000,0.00000,0.00,28.80,-2.80,2.40,2.40
3.1354,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,0.00000,0.10124,0.08283,0.00920,0.00614,0.00000,0.00000,0.38350,0.00000,0.00000,0.00,32.40,5.20,2.40,2.40
3.1518,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00153,0.10124,0.09050,0.00920,0.00614,-0.07670,0.00000,0.38350,0.00000,0.00000,0.00,34.80,7.60,2.40,2.40
3.1722,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00153,0.09971,0.09511,0.00920,0.00614,0.00000,0.00000,0.30680,0.00000,0.00000,0.00,36.40,8.00,2.40,2.40
3.1907,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.09971,0.09971,0.00920,0.00614,-0.07670,-0.07670,0.23010,0.00000,0.00000,0.00,40.80,5.60,2.40,2.40
3.2024,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.09817,0.10584,0.00920,0.00614,0.00000,0.00000,0.30680,0.00000,0.00000,0.00,42.40,7.20,2.40,2.40
3.2236,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.09511,0.10891,0.00920,0.00614,0.00000,-0.15340,0.23010,0.00000,0.00000,0.00,43.20,6.00,2.40,2.40
3.2538,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.08744,0.11505,0.00920,0.00614,0.00000,-0.15340,0.15340,0.00000,0.00000,0.00,42.40,4.80,2.40,2.40
3.2720,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.07670,0.12118,0.00920,0.00614,0.00000,-0.38350,0.23010,0.00000,0.00000,0.00,40.00,6.40,2.40,2.40
3.2882,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.06903,0.12425,0.00920,0.00614,0.00000,-0.46019,0.23010,0.00000,0.00000,0.00,36.00,7.20,2.40,2.40
3.3139,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.06136,0.12885,0.00920,0.00614,0.00000,-0.38350,0.15340,0.00000,0.00000,0.00,35.60,4.00,2.40,2.40
3.3305,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.05216,0.13192,0.00920,0.00614,0.00000,-0.30680,0.15340,0.00000,0.00000,0.00,38.00,-2.00,2.40,2.40
3.3532,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.04142,0.14113,0.00920,0.00614,0.00000,-0.46019,0.30680,0.00000,0.00000,0.00,35.60,2.80,2.40,2.40
3.3755,mover,0.00000,-0.90000,0.90000,0.00000,0.00000,-0.00307,0.02915,0.15033,0.00920,0.00614,0.00000,-0.46019,0.38350,0.00000,0.00000,0.00,34.00,3.20,2.40,2.40
